lat,lon
-113.4587,53.4155
-79.2608,43.7135
-64.8067,46.1331
-114.2,51.1168
-79.5474,43.7117
-113.8595,52.2926
-80.5209,43.4678
-77.2138,44.2144
-79.5464,43.6969
-79.194,43.7596
-79.5798,43.6872
-113.4292,53.3645
-64.9207,46.7746
-113.9781,52.28
-80.5176,43.4621
-79.3586,43.6849
-63.5082,44.9855
-73.7509,45.5774
-123.6469,48.8666
-121.99,49.1028
-80.4581,43.4424
-80.2072,43.6316
-63.5365,44.9314
-79.4222,43.9735
-97.1521,49.8371
-80.3533,43.575
-113.4626,53.5176
-78.3305,43.9456
-114.1294,50.9957
-79.1842,43.7973
-82.5119,41.923
-81.2709,42.8918
-80.2469,43.5467
-79.1888,43.7728
-80.2316,43.5763
-79.6069,43.6856
-80.3333,43.5622
-79.6418,43.6454
-82.8851,42.0347
-82.5746,41.9353
-80.0656,43.6934
-79.2589,43.7338
-79.7556,43.2581
-80.2736,43.575
-80.4429,43.4654
-73.5965,45.5818
-80.339,43.8266
-79.6253,43.5409
-77.2971,44.3065
-80.1927,43.4447
-79.1715,43.7985
-73.4806,45.4632
-73.6785,45.4806
-79.6637,43.2233
-80.5343,43.4825
-66.6116,45.836
-114.1129,51.0357
-80.2466,43.5793
-80.4381,43.3367
-80.3358,44.4214
-79.3268,43.6841
-75.8835,45.0857
-67.5889,46.2767
-80.3156,43.6258
-79.2806,43.7528
-79.3953,43.6622
-68.1677,47.3345
-80.2858,43.5444
-114.1289,52.2899
-123.8011,48.9794
-80.3882,43.4181
-79.5639,43.7133
-79.5429,43.7102
-80.3565,43.4091
-80.53,43.4732
-79.3907,43.6613
-123.6284,48.8789
-79.7974,43.3163
-79.4108,43.6616
-79.5223,43.779
-80.3742,43.3973
-114.1141,51.0088
-66.6761,45.838
-71.2994,46.7017
-113.8331,52.36
-69.6703,47.6142
-80.5247,43.4602
-82.5938,42.0204
-66.6682,47.9968
-79.3592,43.8577
-69.2033,47.6944
-73.5794,45.5044
-73.58,45.507
-79.573,43.774
-113.787,52.2349
-80.3575,43.4148
-80.1419,43.6227
-73.6732,45.5262
-67.7228,46.5478
-79.8353,43.2389
-114.0708,50.9862
-80.3265,43.4126
-80.2181,43.5495
-77.5385,44.217
-114.1546,51.0263
-79.5528,43.7609
-68.8178,47.6227
-80.5274,43.4573
-63.4912,44.6546
-80.427,43.4232
-63.5899,44.6819
-67.6426,46.4055
-67.7398,46.6386
-97.1567,49.9081
-113.9268,51.9906
-80.4377,43.4319
-80.4378,44.4869
-80.3893,43.4064
-114.0907,52.2775
-77.5613,44.2051
-77.0907,44.2424
-77.1741,44.2291
-81.5049,43.6049
-79.3443,43.6957
-79.3393,43.6987
-79.397,43.6684
-80.2427,43.5589
-80.1908,43.444
-80.5217,43.4641
-77.2532,45.8415
-81.6215,43.4215
-80.5266,43.4634
-63.5761,44.6453
-80.2408,43.5478
-80.4552,44.4259
-79.613,43.6911
-79.2538,43.7403
-113.4918,53.4742
-113.379,53.4816
-79.552,43.7047
-80.2512,43.535
-80.0746,43.7483
-80.2466,43.5413
-79.5385,43.7577
-113.6438,52.7119
-80.1318,43.6805
-114.0721,51.0102
-113.6615,52.6358
-80.2633,43.5171
-78.2636,43.9534
-80.2642,43.5257
-80.4948,43.4775
-79.385,43.8056
-66.2767,45.3394
-112.7095,49.5552
-79.5983,43.6949
-79.7464,43.7278
-78.3737,43.9569
-80.2846,43.54
-79.6199,43.6744
-80.0255,43.2882
-64.6548,46.3135
-80.2826,43.3606
-66.6737,45.955
-69.7226,48.1301
-66.6474,45.9535
-114.1171,50.9681
-63.5924,44.6568
-80.2578,43.4993
-65.7847,45.9279
-73.5816,45.5045
-66.4425,45.8308
-63.6099,44.6623
-73.5789,45.5119
-79.963,43.7545
-80.3465,43.5562
-73.5962,45.5138
-73.5987,45.5095
-77.4006,44.2323
-78.1581,43.9902
-124.6068,49.2911
-79.6162,43.7568
-115.2262,51.0455
-63.7028,44.7663
-97.1492,49.789
-79.3419,43.6917
-63.5622,44.7292
-114.0611,50.885
-63.6351,44.7648
-63.5922,44.69
-64.2589,46.2052
-79.2875,43.7417
-77.019,44.2239
-66.7736,45.8873
-113.5997,53.1262
-73.6871,45.5076
-79.2927,43.7125
-97.1459,49.7833
-80.4204,44.4952
-79.2656,43.7134
-77.2516,44.2473
-79.3119,43.7477
-79.543,43.6893
-79.6057,43.6952
-77.3418,44.4132
-113.4938,53.4304
-63.6539,44.6738
-114.0683,51.0466
-113.5242,53.5166
-63.5951,44.6887
-77.7427,44.1933
-79.3942,43.7053
-64.874,46.13
-77.639,44.1935
-63.9309,44.9089
-96.9164,50.1046
-79.2709,43.7174
-81.5108,43.4942
-69.5727,48.2465
-67.7358,46.9987
-80.0757,43.7794
-80.5437,43.4913
-65.8908,45.895
-113.534,53.5685
-80.4599,43.4584
-80.6073,43.7514
-81.5984,43.6695
-66.7198,45.9325
-81.4567,43.4908
-123.9457,49.1627
-113.4829,53.6037
-79.6795,47.5074
-97.09,49.8291
-79.0767,43.0838
-78.6789,43.8986
-79.0745,44.242
-78.712,43.8913
-80.2375,43.5043
-78.3014,43.945
-79.0798,43.0935
-79.684,44.3372
-73.7814,45.5598
-80.1961,44.0703
-114.1507,51.0157
-79.6783,44.3622
-79.7885,43.2483
-80.1294,44.0892
-80.3767,44.0201
-113.6003,53.0655
-63.9909,44.6627
-79.9324,43.3237
-80.6557,43.5303
-79.8926,44.1352
-81.5208,43.4966
-63.5971,44.7
-66.6367,45.9607
-79.8428,44.1607
-80.2614,43.5255
-80.1116,43.9731
-80.6899,43.805
-80.4583,43.4437
-77.6407,44.0912
-64.1131,46.0241
-80.9582,43.7386
-80.4793,43.7133
-71.872,46.1708
-80.5672,43.8395
-79.8738,44.1477
-67.7237,46.8477
-80.5271,43.4647
-80.0948,43.7281
-63.2203,46.3108
-79.286,43.7108
-80.471,43.8505
-79.5691,43.7015
-80.7797,43.6978
-80.2334,43.9582
-80.225,43.9633
-79.6573,44.347
-66.0464,45.7315
-79.8551,43.9785
-64.3435,45.8975
-79.3873,43.651
-80.3262,43.4013
-79.6563,44.3416
-80.6128,43.894
-123.6739,48.8761
-69.5411,47.8434
-81.6968,43.6826
-63.6354,44.6761
-80.2977,44.1363
-123.9482,49.7764
-79.395,43.6528
-79.8678,44.0395
-80.3595,44.1496
-79.9471,43.9644
-79.8467,43.3243
-73.6159,45.5032
-79.8147,44.1283
-80.3131,43.8609
-79.5548,43.729
-75.7791,44.5593
-79.0621,44.2499
-79.7049,44.3443
-80.3825,44.1043
-79.8152,43.3208
-69.8072,47.5412
-79.0709,43.0914
-113.3973,53.5009
-80.9866,43.7835
-78.6556,44.3637
-67.7805,47.0663
-80.2462,43.8164
-66.2125,45.8186
-75.2369,44.9009
-77.8979,43.9949
-113.5809,53.5249
-70.1158,47.392
-79.6142,43.6855
-80.5216,43.4668
-79.8216,44.1092
-79.0398,43.0808
-79.061,44.2114
-80.2521,43.5696
-80.1891,44.0984
-83.3374,46.2869
-67.4176,47.5106
-80.4187,44.4775
-116.0272,51.3119
-79.859,43.8521
-71.8478,46.3899
-79.0655,44.2542
-69.6173,47.7424
-67.7804,47.0663
-67.9071,47.1768
-77.9736,43.9852
-80.5355,43.4382
-113.5845,53.5814
-75.344,44.8487
-72.9903,45.6692
-124.1902,49.2607
-69.3579,47.7214
-69.6844,47.6742
-78.3537,44.6915
-79.8936,43.82
-75.4966,44.7944
-123.1506,49.1539
-80.4373,43.461
-75.7676,44.6808
-80.7996,43.8726
-79.4122,43.1861
-79.8201,43.9866
-80.3017,43.8583
-67.7453,47.0086
-79.8175,43.8195
-67.3727,47.5021
-80.1343,43.7033
-80.5315,43.4971
-68.0775,47.3028
-79.715,43.758
-69.0314,47.6745
-63.6155,44.7155
-120.6516,50.2569
-79.0541,44.0245
-80.4414,43.4692
-79.259,43.7171
-113.4221,53.3451
-64.1356,46.1448
-79.8779,44.1692
-123.1262,49.1443
-79.4712,43.9957
-75.3163,44.8626
-80.0333,43.2901
-66.7616,45.8935
-69.5602,47.7721
-66.6032,45.9202
-76.2968,44.3141
-76.3233,44.2931
-66.6661,45.9793
-79.6088,43.6898
-80.5285,43.4974
-79.0143,44.1348
-66.6693,45.9688
-72.774,45.6664
-79.072,43.0911
-73.0823,45.6073
-71.7642,46.2226
-80.6161,43.5343
-73.6011,45.4698
-112.8548,49.4188
-79.3623,43.6697
-64.6787,46.1119
-79.0945,43.0941
-80.4393,43.4546
-80.1646,43.3133
-80.3631,44.5358
-121.0545,49.6112
-115.307,51.0529
-79.7332,44.3393
-64.2396,45.8469
-114.4945,50.9928
-80.3694,45.5946
-71.3657,46.6717
-52.7749,47.5564
-79.1871,43.1594
-79.1086,43.1065
-76.3765,44.2652
-113.5932,53.5477
-78.631,43.9026
-63.6273,44.7932
-80.0772,43.4642
-79.5414,43.1955
-63.56,44.6442
-113.5201,53.6173
-79.2524,43.174
-63.9555,46.5071
-79.219,43.1498
-113.8139,52.2449
-63.7104,46.2459
-80.1847,43.451
-80.4341,43.4541
-80.2284,43.4328
-83.0261,42.241
-80.5094,43.5526
-112.8753,49.6642
-79.1535,43.1108
-69.22,48.5229
-80.4211,43.4224
-79.5866,43.7391
-80.2438,43.7535
-64.5185,45.0778
-64.4704,45.0737
-79.8358,43.9449
-64.581,45.0692
-65.7864,46.8022
-79.9046,43.5246
-79.5777,43.6421
-79.4664,43.9851
-72.7066,45.755
-63.7468,46.4304
-64.1454,46.645
-64.4961,45.0623
-72.7486,45.7245
-80.277,43.5719
-79.5939,43.2065
-113.8884,52.2813
-79.5131,43.717
-80.3267,43.4149
-79.2421,43.7724
-79.4533,43.7151
-70.8732,47.0485
-80.3532,43.4098
-79.2476,43.7724
-80.2987,43.4452
-78.7044,43.8844
-79.433,43.7382
-81.7019,43.799
-63.4817,44.6912
-80.7987,43.6299
-79.4992,43.7187
-79.5709,43.7706
-52.7172,47.5589
-52.7515,47.5306
-79.0598,43.117
-79.2106,43.7633
-79.235,43.78
-79.2937,43.7626
-79.1607,43.1537
-80.1768,43.4461
-79.4077,43.7017
-62.6154,45.574
-62.6218,45.5743
-79.3592,43.7489
-79.2508,43.7836
-79.3055,43.766
-79.4896,43.7206
-79.3506,43.1908
-79.3199,43.7684
-65.568,46.9772
-79.3155,43.759
-52.7056,47.5814
-65.6103,46.9819
-77.4542,44.2296
-64.0255,44.9686
-79.2955,43.1792
-73.4943,45.4102
-113.5759,53.5256
-79.2682,43.7583
-79.3145,43.7687
-79.1195,43.1147
-72.9487,45.6588
-79.2571,43.7506
-79.741,44.2696
-63.5409,44.6737
-67.594,46.2626
-79.5028,43.7217
-81.4088,43.5426
-80.4581,43.3473
-63.1477,46.2624
-79.4274,43.7361
-79.5622,43.7645
-63.3746,46.2796
-79.263,43.7533
-80.2779,43.5633
-80.4919,43.3919
-74.623,45.079
-80.7069,43.8166
-63.5711,44.6615
-112.8098,49.6723
-63.5567,44.6902
-77.2858,44.2179
-72.9376,45.7404
-78.0443,43.9748
-79.4009,43.6543
-79.9999,43.4861
-114.1538,51.0014
-79.2207,43.7922
-79.3231,43.768
-72.4509,45.8313
-79.2688,43.1442
-79.4273,43.7409
-79.3865,43.6528
-113.8227,52.2797
-79.2512,43.7817
-80.3287,43.9516
-80.9495,43.736
-80.5247,43.4291
-66.6635,45.9395
-82.5666,41.9946
-72.2201,46.0987
-79.5445,43.7213
-113.59,53.192
-79.3886,43.6836
-65.4199,46.7288
-72.3566,46.0192
-113.8199,53.4538
-74.2558,45.2506
-79.2527,43.7693
-114.1258,51.0109
-71.8208,46.4047
-79.4581,43.7328
-65.4433,46.7616
-79.3064,43.7513
-79.2567,43.7443
-74.9526,45.0267
-79.3893,43.6776
-122.4478,49.219
-79.0456,44.2408
-78.9225,42.9391
-67.2113,45.9528
-79.255,43.7678
-78.7272,45.011
-72.0683,46.2027
-63.4785,44.6405
-68.3568,47.4076
-79.3596,43.7688
-79.294,43.7094
-75.0338,44.9923
-79.6117,43.6619
-80.4734,43.4665
-80.469,43.4581
-113.5037,53.4073
-112.7977,49.6621
-114.0547,53.5117
-79.3951,43.7042
-76.2592,44.3482
-78.4968,43.9293
-79.2861,43.7599
-79.8001,43.8051
-80.5268,43.4325
-80.4798,43.4812
-75.458,44.7737
-78.9043,42.9005
-80.3958,44.1883
-113.5152,53.5207
-80.4994,43.4796
-81.5052,43.4369
-60.2602,46.2178
-79.4215,43.7436
-80.3838,43.8659
-66.6254,46.0502
-79.282,43.7297
-80.4325,43.428
-79.2871,43.7635
-79.4799,43.7263
-79.4452,43.7314
-79.3224,43.7687
-80.3262,43.9216
-79.2559,43.7804
-79.4627,43.7283
-79.465,43.7251
-80.4489,43.4962
-114.1187,51.0152
-123.3516,48.4425
-79.0609,43.0801
-79.3083,43.7506
-114.1566,51.0339
-69.9314,47.4552
-80.3461,43.9725
-112.7977,49.6616
-66.6729,45.938
-79.2022,43.7865
-63.5687,44.665
-63.5588,44.7028
-79.3438,43.7676
-64.4958,45.0784
-68.2743,47.3658
-63.5398,45.205
-79.1148,43.0984
-80.0404,43.7911
-79.3516,43.755
-79.1666,43.1151
-79.516,43.7176
-79.3365,43.7679
-80.4728,43.4737
-80.5548,43.8381
-79.3463,43.1922
-63.5536,44.6857
-78.5763,43.9128
-79.4044,43.7442
-72.5236,45.8989
-81.1801,43.0038
-75.5579,44.7015
-74.0274,45.4117
-80.5339,43.4643
-65.8146,45.5439
-79.4433,43.793
-114.4567,51.0283
-80.1345,43.7477
-79.1392,43.1419
-79.4119,43.7418
-79.4094,43.7427
-79.2964,43.7624
-80.3388,43.5208
-63.2005,46.2634
-80.129,43.4484
-77.3813,44.2554
-75.394,44.818
-79.4697,43.9833
-113.8159,52.2068
-79.4867,43.722
-79.5025,43.7103
-52.7592,47.5313
-79.4206,43.721
-80.5245,43.5709
-79.2994,43.7556
-80.6063,43.6005
-78.916,42.9272
-79.6758,43.6327
-114.0028,53.4887
-52.7058,47.5773
-66.6839,45.9371
-67.7289,46.8852
-80.3148,43.8879
-80.4789,43.4805
-63.487,44.693
-52.7213,47.5517
-79.2316,43.7883
-52.7223,47.5594
-63.5958,44.7078
-80.3155,43.4077
-80.0887,43.4626
-81.2297,42.928
-79.2235,43.7749
-79.9263,43.788
-79.6272,43.6532
-79.4133,43.7171
-63.4886,44.6789
-79.3467,43.7675
-63.594,44.6573
-79.3515,43.8142
-79.4086,43.7557
-81.6954,43.5053
-78.6853,43.8946
-81.4423,45.1217
-72.5692,45.8639
-73.5655,45.5074
-79.5538,43.7285
-80.3118,43.5391
-122.3234,49.1257
-81.5869,43.9375
-79.398,43.6782
-73.847,45.4612
-68.3319,47.3863
-80.1593,43.4668
-52.7799,47.5566
-64.887,46.0245
-79.4007,43.7164
-79.6642,43.661
-67.7848,47.0727
-78.6723,44.3696
-113.5171,53.551
-79.3865,43.6539
-79.361,43.6857
-79.3608,43.6874
-52.7673,47.5615
-79.6898,43.7535
-97.1473,49.7908
-52.7665,47.5259
-73.7932,45.4805
-63.2488,46.3451
-63.3766,46.3295
-63.3288,46.3686
-63.75,46.4186
-63.6914,46.4401
-73.982,45.4874
-68.4027,47.4424
-63.8119,46.4215
-79.6356,43.7504
-79.7194,43.616
-64.4051,46.2114
-79.5109,43.7777
-79.0461,43.8532
-79.0635,43.852
-63.8085,46.4197
-79.6111,43.6676
-79.2472,43.7836
-78.7968,43.8808
-112.8578,49.6581
-63.2932,46.36
-63.649,44.6959
-68.3296,47.3836
-63.4818,44.6559
-80.1304,44.0542
-79.3857,43.6743
-73.2026,46.1722
-79.0869,43.0955
-63.7616,46.3937
-79.5306,43.715
-79.0616,43.8529
-66.673,45.9647
-78.6406,44.3697
-52.7085,47.5866
-113.8504,52.0043
-79.8897,44.18
-67.9494,47.2143
-80.3021,43.3821
-63.4664,46.214
-79.5272,43.191
-66.6173,45.9256
-67.6007,46.3283
-64.1705,46.7415
-79.2768,43.7636
-64.8786,45.9487
-68.4571,47.4725
-97.3757,49.8689
-63.649,44.7016
-80.0833,43.9225
-64.4815,45.0728
-77.6737,44.0624
-78.8438,43.8841
-75.4291,44.7849
-122.7578,49.0093
-64.8544,46.6444
-73.7121,45.4922
-66.6272,45.9423
-52.7096,47.5615
-123.1223,49.1428
-79.0525,44.2307
-75.0438,44.9919
-78.9771,43.8649
-73.8108,45.4712
-79.5273,43.7071
-113.4963,53.5023
-79.7944,44.2518
-79.124,43.1247
-79.6213,44.3083
-79.2655,43.7844
-73.643,45.5018
-71.2154,46.8061
-81.7101,43.7348
-79.839,43.8297
-69.8275,47.7398
-79.3856,43.6528
-73.2787,45.6013
-64.0476,44.9771
-78.9844,43.8635
-79.2955,43.7634
-80.1537,44.0893
-79.5486,43.7101
-76.9904,44.2559
-80.5315,43.4607
-66.3219,45.8808
-79.6497,43.7431
-64.1187,44.984
-79.4704,43.7257
-97.1773,49.8747
-80.8119,43.8771
-63.6867,46.2528
-79.0011,43.9297
-79.6192,43.2129
-73.5207,45.5097
-73.366,46.3684
-73.5622,45.4687
-73.5874,45.4862
-65.7925,45.5614
-63.5481,44.6843
-73.5426,45.4571
-79.077,43.0891
-119.465,49.8942
-73.6216,45.4571
-123.0963,49.1758
-123.1278,49.1673
-123.0972,49.1871
-123.1203,49.1642
-123.0556,49.27
-123.0489,49.2692
-123.0512,49.2713
-63.0065,44.761
-79.2497,43.7749
-80.1753,43.4464
-113.9034,52.2485
-73.5428,45.4721
-113.8613,52.2907
-73.5914,45.5336
-113.8172,52.2405
-81.9577,42.9837
-79.6822,43.5638
-63.7831,46.3939
-79.2576,43.1783
-120.3232,50.6888
-112.8199,49.7239
-79.5671,43.7371
-79.7357,43.7927
-79.7303,43.8033
-80.4578,43.3287
-73.4976,45.6901
-79.8342,44.0831
-79.3857,43.6494
-79.4957,43.7232
-73.5676,45.5091
-79.647,43.6028
-79.6703,43.5763
-113.4001,53.4823
-81.7049,43.6324
-75.4968,45.4636
-74.3577,45.5003
-76.7339,45.868
-73.7669,45.5408
-119.3747,49.8925
-73.5751,45.4528
-73.5843,45.4818
-73.5643,45.4624
-75.7306,45.3453
-77.0108,44.2496
-73.6495,45.5382
-73.6583,45.5234
-73.6612,45.5106
-73.4285,45.6754
-69.637,48.0466
-73.4362,45.6737
-73.4257,45.6578
-73.4212,45.6814
-73.4687,45.5863
-73.4767,45.5783
-73.5045,45.5486
-73.5194,45.5306
-73.5219,45.5649
-73.5363,45.5707
-97.1033,49.926
-76.6098,45.685
-80.4997,43.2802
-73.6944,45.448
-73.7097,45.4484
-79.0428,43.1553
-73.6629,45.5068
-73.7314,45.5608
-65.4118,45.7494
-73.7007,45.5404
-73.7299,45.5522
-78.7339,43.8825
-78.9701,43.8631
-77.3293,44.3376
-73.7128,45.5264
-120.3332,50.6758
-73.5208,45.5247
-79.6413,43.6477
-80.4827,43.3577
-66.6917,45.982
-66.6498,45.9687
-66.6563,45.9685
-63.5201,44.6714
-79.2866,43.7642
-80.397,43.4101
-114.0995,50.9668
-79.6978,43.6676
-123.1209,49.1474
-80.5162,43.3804
-79.6955,43.5613
-81.8383,42.9905
-79.5877,43.6893
-79.3736,43.8576
-79.3768,43.8701
-79.2904,43.7752
-73.6536,45.5294
-73.3153,45.406
-79.9106,43.5275
-73.7648,45.5679
-80.2352,43.5615
-123.9461,49.1723
-79.5526,44.0376
-72.4499,45.9565
-73.578,45.5121
-80.23,43.9558
-79.3911,43.9446
-79.7393,43.6226
-79.1843,43.7984
-79.2033,43.7951
-76.9517,44.2665
-73.6171,45.5551
-80.1812,44.0798
-73.7081,45.4702
-77.3693,44.2747
-73.5157,45.4972
-73.743,45.5385
-73.7205,45.5283
-78.8766,43.8762
-80.4954,43.3054
-78.2976,43.9455
-65.4296,47.342
-114.0041,53.5187
-79.9954,43.3691
-79.2721,43.7774
-79.63,44.0958
-73.2926,45.3048
-113.6362,53.0431
-79.4669,43.7269
-78.8659,43.9353
-73.6128,45.5568
-79.3988,43.7032
-113.5167,53.3828
-113.5662,50.9331
-73.7073,45.5211
-73.7142,45.5275
-73.7773,45.5558
-80.4137,43.4188
-80.4784,43.4605
-73.2687,45.3049
-73.7696,45.5323
-73.7649,45.529
-79.5714,43.689
-80.0378,43.3999
-79.1729,43.1575
-73.6002,45.4715
